ID,Name,TYPE IRIS,POP 2013,POP homme,POP femme,POP_inf19a,POP_20_64a,POP_sup65a,% homme,% femme,% inf19a,% 20_64a,% sup65a
751135120,MAISON BLANCHE 20,H,2 160,808,1 352,330,1 436,394,"37,41","62,59","15,28","66,48","18,24"
751134907,SALPETRIERE 7,H,2 035,941,1 094,332,1 435,268,"46,24","53,76","16,31","70,52","13,17"
751135116,MAISON BLANCHE 16,H,3 432,1 630,1 802,725,2 180,527,"47,49","52,51","21,12","63,52","15,36"
751135006,GARE 6,H,3 014,1 451,1 563,517,1 902,594,"48,14","51,86","17,15","63,11","19,71"
751135117,MAISON BLANCHE 17,H,2 174,975,1 200,373,1 404,398,"44,85","55,20","17,16","64,58","18,31"
751135007,GARE 7,H,2 483,1 165,1 318,519,1 533,432,"46,92","53,08","20,90","61,74","17,40"
751135016,GARE 16,H,729,353,375,278,431,20,"48,42","51,44","38,13","59,12","2,74"
751135111,MAISON BLANCHE 11,H,2 567,1 182,1 385,642,1 566,358,"46,05","53,95","25,01","61,01","13,95"
751135202,CROULEBARBE 2,H,1 759,781,978,298,1 187,274,"44,40","55,60","16,94","67,48","15,58"
751135207,CROULEBARBE 7,H,3 155,1 469,1 686,638,2 074,443,"46,56","53,44","20,22","65,74","14,04"
751135099,SEINE ET BERGES,D,0,0,0,0,0,0,,,,,
751135110,MAISON BLANCHE 10,H,4 053,1 978,2 075,863,2 583,607,"48,80","51,20","21,29","63,73","14,98"
751134906,SALPETRIERE 6,H,2 346,1 041,1 306,287,1 531,528,"44,37","55,67","12,23","65,26","22,51"
751134903,SALPETRIERE 3,H,2 116,974,1 142,268,1 308,541,"46,03","53,97","12,67","61,81","25,57"
751135112,MAISON BLANCHE 12,H,3 199,1 756,1 443,508,2 201,490,"54,89","45,11","15,88","68,80","15,32"
751135204,CROULEBARBE 4,H,3 000,1 314,1 686,447,1 757,796,"43,80","56,20","14,90","58,57","26,53"
751135021,GARE 21,H,2 707,1 216,1 491,502,1 692,513,"44,92","55,08","18,54","62,50","18,95"
751135013,GARE 13,H,2 582,1 150,1 432,696,1 479,406,"44,54","55,46","26,96","57,28","15,72"
751135124,MAISON BLANCHE 24,H,3 529,1 606,1 923,569,2 241,719,"45,51","54,49","16,12","63,50","20,37"
751135001,GARE 1,H,1 701,801,900,282,1 186,232,"47,09","52,91","16,58","69,72","13,64"
751135121,MAISON BLANCHE 21,H,1 396,673,723,229,1 008,159,"48,21","51,79","16,40","72,21","11,39"
751135010,GARE 10,H,2 488,1 196,1 291,451,1 682,355,"48,07","51,89","18,13","67,60","14,27"
751135118,MAISON BLANCHE 18,H,2 167,933,1 234,397,1 113,657,"43,05","56,95","18,32","51,36","30,32"
751135018,GARE 18,H,2 254,1 134,1 120,691,1 438,125,"50,31","49,69","30,66","63,80","5,55"
751135119,MAISON BLANCHE 19,H,1 654,708,946,403,925,326,"42,81","57,19","24,37","55,93","19,71"
751135123,MAISON BLANCHE 23,H,2 135,1 068,1 068,313,1 578,244,"50,02","50,02","14,66","73,91","11,43"
751135026,GARE 26,H,1 843,811,1 032,395,1 161,288,"44,00","56,00","21,43","63,00","15,63"
751135122,MAISON BLANCHE 22,H,3 486,1 747,1 739,518,2 384,583,"50,11","49,89","14,86","68,39","16,72"
751135203,CROULEBARBE 3,H,2 940,1 464,1 477,433,1 750,757,"49,80","50,24","14,73","59,52","25,75"
751135028,GARE 28,H,2 155,897,1 258,423,1 394,338,"41,62","58,38","19,63","64,69","15,68"
751135031,GARE 31,H,2 191,1 036,1 154,393,1 298,500,"47,28","52,67","17,94","59,24","22,82"
751135024,GARE 24,H,2 796,1 337,1 459,564,1 817,415,"47,82","52,18","20,17","64,99","14,84"
751135003,GARE 3,H,4 393,2 004,2 389,981,2 697,715,"45,62","54,38","22,33","61,39","16,28"
751135008,GARE 8,H,3 089,1 459,1 630,779,1 852,459,"47,23","52,77","25,22","59,95","14,86"
751134908,SALPETRIERE 8,A,1 718,829,890,422,1 202,95,"48,25","51,80","24,56","69,97","5,53"
751135012,GARE 12,H,2 598,1 250,1 348,422,1 969,208,"48,11","51,89","16,24","75,79","8,01"
751135025,GARE 25,H,2 005,874,1 131,396,1 289,320,"43,59","56,41","19,75","64,29","15,96"
751135002,GARE 2,H,2 356,1 160,1 196,486,1 448,422,"49,24","50,76","20,63","61,46","17,91"
751135115,MAISON BLANCHE 15,H,1 643,813,831,318,1 036,289,"49,48","50,58","19,35","63,06","17,59"
751135102,MAISON BLANCHE 2,H,2 518,1 187,1 331,602,1 594,323,"47,14","52,86","23,91","63,30","12,83"
751135027,GARE 27,H,2 978,1 440,1 538,622,1 775,581,"48,35","51,65","20,89","59,60","19,51"
751145623,PLAISANCE 23,H,3 644,1 718,1 925,687,2 576,381,"47,15","52,83","18,85","70,69","10,46"
751145309,MONTPARNASSE 9,H,1 918,858,1 059,395,1 150,372,"44,73","55,21","20,59","59,96","19,40"
751145616,PLAISANCE 16,H,2 856,1 294,1 562,481,1 961,413,"45,31","54,69","16,84","68,66","14,46"
751145624,PLAISANCE 24,H,2 653,1 223,1 430,447,1 566,639,"46,10","53,90","16,85","59,03","24,09"
751145601,PLAISANCE 1,H,2 130,897,1 232,443,1 417,270,"42,11","57,84","20,80","66,53","12,68"
751145602,PLAISANCE 2,H,1 715,721,994,315,1 128,271,"42,04","57,96","18,37","65,77","15,80"
751145311,MONTPARNASSE 11,A,260,118,142,96,140,24,"45,38","54,62","36,92","53,85","9,23"
751145618,PLAISANCE 18,H,3 009,1 416,1 593,722,1 966,321,"47,06","52,94","23,99","65,34","10,67"
751145506,PETIT MONTROUGE 6,H,2 092,986,1 106,327,1 303,462,"47,13","52,87","15,63","62,28","22,08"
751145625,PLAISANCE 25,A,620,419,201,45,501,73,"67,58","32,42","7,26","80,81","11,77"
751145615,PLAISANCE 15,H,2 335,1 046,1 289,302,1 680,353,"44,80","55,20","12,93","71,95","15,12"
751145619,PLAISANCE 19,H,2 318,1 016,1 302,455,1 553,310,"43,83","56,17","19,63","67,00","13,37"
751145302,MONTPARNASSE 2,H,1 847,844,1 003,291,1 031,525,"45,70","54,30","15,76","55,82","28,42"
751145301,MONTPARNASSE 1,H,1 959,1 184,774,224,1 333,402,"60,44","39,51","11,43","68,04","20,52"
751145303,MONTPARNASSE 3,H,1 980,823,1 157,343,1 309,329,"41,57","58,43","17,32","66,11","16,62"
751145608,PLAISANCE 8,H,2 301,1 068,1 232,350,1 635,316,"46,41","53,54","15,21","71,06","13,73"
751145617,PLAISANCE 17,H,2 344,1 244,1 101,464,1 385,496,"53,07","46,97","19,80","59,09","21,16"
751145610,PLAISANCE 10,H,2 676,1 226,1 450,546,1 553,577,"45,81","54,19","20,40","58,03","21,56"
751145407,PARC DE MONTSOURIS 7,A,271,126,145,107,160,3,"46,49","53,51","39,48","59,04","1,11"
751145620,PLAISANCE 20,H,2 814,1 258,1 557,499,1 879,437,"44,71","55,33","17,73","66,77","15,53"
751145510,PETIT MONTROUGE 10,H,2 180,1 025,1 155,351,1 503,326,"47,02","52,98","16,10","68,94","14,95"
751145307,MONTPARNASSE 7,H,1 810,825,984,299,1 121,390,"45,58","54,36","16,52","61,93","21,55"
751145308,MONTPARNASSE 8,H,1 568,678,890,292,997,279,"43,24","56,76","18,62","63,58","17,79"
751145502,PETIT MONTROUGE 2,H,2 296,1 107,1 190,460,1 478,358,"48,21","51,83","20,03","64,37","15,59"
751145304,MONTPARNASSE 4,H,1 791,894,898,243,1 305,244,"49,92","50,14","13,57","72,86","13,62"
751145504,PETIT MONTROUGE 4,H,3 300,1 594,1 706,479,2 176,645,"48,30","51,70","14,52","65,94","19,55"
751145402,PARC DE MONTSOURIS 2,H,4 171,1 951,2 220,688,2 584,898,"46,78","53,22","16,49","61,95","21,53"
751145404,PARC DE MONTSOURIS 4,H,2 191,1 050,1 140,327,1 548,316,"47,92","52,03","14,92","70,65","14,42"
751145605,PLAISANCE 5,H,2 834,1 267,1 567,587,1 710,537,"44,71","55,29","20,71","60,34","18,95"
751145509,PETIT MONTROUGE 9,H,1 795,804,991,298,1 198,298,"44,79","55,21","16,60","66,74","16,60"
751145305,MONTPARNASSE 5,H,2 007,931,1 076,371,1 161,475,"46,39","53,61","18,49","57,85","23,67"
751145607,PLAISANCE 7,H,3 055,1 224,1 830,341,1 859,855,"40,07","59,90","11,16","60,85","27,99"
751145516,PETIT MONTROUGE 16,H,2 528,1 115,1 414,320,1 715,494,"44,11","55,93","12,66","67,84","19,54"
751145310,MONTPARNASSE 10,H,1 884,899,984,293,1 000,590,"47,72","52,23","15,55","53,08","31,32"
751145512,PETIT MONTROUGE 12,H,1 924,840,1 084,276,1 032,616,"43,66","56,34","14,35","53,64","32,02"
751145611,PLAISANCE 11,H,1 794,777,1 017,317,1 192,285,"43,31","56,69","17,67","66,44","15,89"
751145515,PETIT MONTROUGE 15,H,2 611,1 130,1 481,392,1 692,528,"43,28","56,72","15,01","64,80","20,22"
751145622,PLAISANCE 22,H,1 657,739,918,180,1 251,226,"44,60","55,40","10,86","75,50","13,64"
751145511,PETIT MONTROUGE 11,H,2 012,968,1 044,360,1 414,237,"48,11","51,89","17,89","70,28","11,78"
751145603,PLAISANCE 3,H,2 856,1 167,1 689,763,1 651,442,"40,86","59,14","26,72","57,81","15,48"
751145503,PETIT MONTROUGE 3,H,2 687,1 170,1 517,708,1 527,451,"43,54","56,46","26,35","56,83","16,78"
751145514,PETIT MONTROUGE 14,H,1 785,815,970,319,1 211,255,"45,66","54,34","17,87","67,84","14,29"
751145403,PARC DE MONTSOURIS 3,H,3 680,1 639,2 041,910,2 258,512,"44,54","55,46","24,73","61,36","13,91"
751145606,PLAISANCE 6,H,2 658,1 174,1 483,449,1 657,552,"44,17","55,79","16,89","62,34","20,77"
751145306,MONTPARNASSE 6,H,1 867,856,1 012,256,1 270,341,"45,85","54,20","13,71","68,02","18,26"
751145613,PLAISANCE 13,H,2 501,1 158,1 343,352,1 815,334,"46,30","53,70","14,07","72,57","13,35"
751145405,PARC DE MONTSOURIS 5,H,2 931,1 418,1 513,516,1 859,557,"48,38","51,62","17,60","63,43","19,00"
751145621,PLAISANCE 21,H,2 399,1 046,1 353,401,1 717,282,"43,60","56,40","16,72","71,57","11,75"
751145508,PETIT MONTROUGE 8,H,3 143,1 488,1 655,458,2 140,545,"47,34","52,66","14,57","68,09","17,34"
751145505,PETIT MONTROUGE 5,H,3 853,1 673,2 180,894,2 316,644,"43,42","56,58","23,20","60,11","16,71"
751145501,PETIT MONTROUGE 1,H,2 097,889,1 207,622,1 023,452,"42,39","57,56","29,66","48,78","21,55"
751145513,PETIT MONTROUGE 13,H,2 931,1 325,1 606,531,1 904,496,"45,21","54,79","18,12","64,96","16,92"
751145401,PARC DE MONTSOURIS 1,H,5 288,2 814,2 474,140,5 132,16,"53,21","46,79","2,65","97,05","0,30"
751145609,PLAISANCE 9,H,2 409,1 107,1 302,465,1 477,467,"45,95","54,05","19,30","61,31","19,39"
751145406,PARC DE MONTSOURIS 6,H,4 000,1 862,2 138,632,2 754,614,"46,55","53,45","15,80","68,85","15,35"
751145614,PLAISANCE 14,H,1 911,875,1 036,267,1 414,230,"45,79","54,21","13,97","73,99","12,04"
751145507,PETIT MONTROUGE 7,H,1 983,881,1 102,392,1 205,386,"44,43","55,57","19,77","60,77","19,47"
751145604,PLAISANCE 4,H,2 560,1 105,1 455,586,1 552,423,"43,16","56,84","22,89","60,63","16,52"
751145612,PLAISANCE 12,H,2 112,988,1 124,299,1 504,309,"46,78","53,22","14,16","71,21","14,63"
751156010,JAVEL 10,H,3 237,1 586,1 651,955,2 112,169,"49,00","51,00","29,50","65,25","5,22"
751155711,SAINT-LAMBERT 11,H,1 879,822,1 057,324,1 231,324,"43,75","56,25","17,24","65,51","17,24"
751155721,SAINT-LAMBERT 21,H,1 879,812,1 067,289,992,598,"43,21","56,79","15,38","52,79","31,83"
751155708,SAINT-LAMBERT 8,H,4 128,1 916,2 212,1 081,2 396,652,"46,41","53,59","26,19","58,04","15,79"
751155905,GRENELLE 5,H,2 556,1 209,1 347,454,1 652,450,"47,30","52,70","17,76","64,63","17,61"
751155913,GRENELLE 13,H,2 468,1 138,1 330,535,1 380,554,"46,11","53,89","21,68","55,92","22,45"
751155803,NECKER 3,H,3 601,1 634,1 967,558,2 480,562,"45,38","54,62","15,50","68,87","15,61"
751155731,SAINT-LAMBERT 31,H,2 957,1 321,1 635,583,1 739,634,"44,67","55,29","19,72","58,81","21,44"
751155902,GRENELLE 2,H,2 250,1 073,1 177,440,1 363,447,"47,69","52,31","19,56","60,58","19,87"
751155818,NECKER 18,A,708,347,361,96,537,75,"49,01","50,99","13,56","75,85","10,59"
751155914,GRENELLE 14,H,1 865,815,1 050,431,1 045,389,"43,70","56,30","23,11","56,03","20,86"
751155815,NECKER 15,H,2 305,1 046,1 259,386,1 567,353,"45,38","54,62","16,75","67,98","15,31"
751156014,JAVEL 14,H,2 891,1 290,1 600,526,1 791,573,"44,62","55,34","18,19","61,95","19,82"
751155999,SEINE ET BERGES,D,0,0,0,0,0,0,,,,,
751156007,JAVEL 7,H,2 532,1 146,1 386,513,1 446,572,"45,26","54,74","20,26","57,11","22,59"
751155719,SAINT-LAMBERT 19,H,2 433,1 157,1 277,353,1 746,334,"47,55","52,49","14,51","71,76","13,73"
751155903,GRENELLE 3,H,2 751,1 090,1 661,454,1 783,514,"39,62","60,38","16,50","64,81","18,68"
751155917,GRENELLE 17,H,3 272,1 477,1 795,653,1 980,639,"45,14","54,86","19,96","60,51","19,53"
751155919,GRENELLE 19,H,2 626,1 149,1 477,488,1 570,569,"43,75","56,25","18,58","59,79","21,67"
751156016,JAVEL 16,H,1 992,881,1 111,298,1 342,351,"44,23","55,77","14,96","67,37","17,62"
751155809,NECKER 9,H,3 457,1 535,1 922,637,2 008,811,"44,40","55,60","18,43","58,09","23,46"
751155714,SAINT-LAMBERT 14,H,2 203,968,1 235,327,1 501,375,"43,94","56,06","14,84","68,13","17,02"
751155804,NECKER 4,H,2 334,1 013,1 321,374,1 393,566,"43,40","56,60","16,02","59,68","24,25"
751155726,SAINT-LAMBERT 26,H,3 135,1 421,1 714,714,1 957,464,"45,33","54,67","22,78","62,42","14,80"
751156013,JAVEL 13,H,2 491,1 168,1 324,415,1 688,389,"46,89","53,15","16,66","67,76","15,62"
751155727,SAINT-LAMBERT 27,H,2 880,1 225,1 655,403,1 903,574,"42,53","57,47","13,99","66,08","19,93"
751156015,JAVEL 15,H,2 021,933,1 088,348,1 284,389,"46,17","53,83","17,22","63,53","19,25"
751155813,NECKER 13,H,2 407,1 130,1 277,549,1 383,474,"46,95","53,05","22,81","57,46","19,69"
751155802,NECKER 2,H,2 835,1 400,1 435,608,1 722,505,"49,38","50,62","21,45","60,74","17,81"
751155716,SAINT-LAMBERT 16,H,2 776,1 231,1 546,496,1 810,470,"44,34","55,69","17,87","65,20","16,93"
751155702,SAINT-LAMBERT 2,H,1 833,913,920,344,1 201,288,"49,81","50,19","18,77","65,52","15,71"
751156008,JAVEL 8,H,1 717,766,951,494,1 102,121,"44,61","55,39","28,77","64,18","7,05"
751156021,JAVEL 21,A,838,414,424,325,487,26,"49,40","50,60","38,78","58,11","3,10"
751155713,SAINT-LAMBERT 13,H,1 916,891,1 024,398,1 229,289,"46,50","53,44","20,77","64,14","15,08"
751156009,JAVEL 9,H,1 416,696,719,298,899,219,"49,15","50,78","21,05","63,49","15,47"
751155801,NECKER 1,H,3 481,1 769,1 712,911,2 126,444,"50,82","49,18","26,17","61,07","12,75"
751156006,JAVEL 6,H,1 645,698,947,226,1 133,286,"42,43","57,57","13,74","68,88","17,39"
751155728,SAINT-LAMBERT 28,H,1 821,879,943,271,1 318,232,"48,27","51,78","14,88","72,38","12,74"
751155916,GRENELLE 16,H,2 350,1 121,1 229,660,1 486,204,"47,70","52,30","28,09","63,23","8,68"
751155707,SAINT-LAMBERT 7,H,2 303,980,1 323,240,1 598,465,"42,55","57,45","10,42","69,39","20,19"
751155906,GRENELLE 6,H,2 669,1 205,1 464,536,1 699,433,"45,15","54,85","20,08","63,66","16,22"
751155733,SAINT-LAMBERT 33,A,0,0,0,0,0,0,,,,,
751155718,SAINT-LAMBERT 18,H,2 125,962,1 163,308,1 525,291,"45,27","54,73","14,49","71,76","13,69"
751155706,SAINT-LAMBERT 6,H,2 509,1 151,1 358,489,1 682,338,"45,87","54,13","19,49","67,04","13,47"
751155722,SAINT-LAMBERT 22,H,3 252,1 379,1 873,583,2 111,559,"42,40","57,60","17,93","64,91","17,19"
751155810,NECKER 10,H,5 345,2 512,2 833,783,3 500,1 063,"47,00","53,00","14,65","65,48","19,89"
751156004,JAVEL 4,H,3 328,1 403,1 925,597,2 138,593,"42,16","57,84","17,94","64,24","17,82"
751156018,JAVEL 18,H,2 996,1 318,1 678,667,1 864,466,"43,99","56,01","22,26","62,22","15,55"
751156099,SEINE ET BERGES,D,49,49,0,0,48,1,"100,00","0,00","0,00","97,96","2,04"
751155811,NECKER 11,H,1 966,987,979,226,1 447,293,"50,20","49,80","11,50","73,60","14,90"
751155807,NECKER 7,H,3 291,1 506,1 785,624,2 195,472,"45,76","54,24","18,96","66,70","14,34"
751155911,GRENELLE 11,H,2 443,1 096,1 347,320,1 806,318,"44,86","55,14","13,10","73,93","13,02"
751156001,JAVEL 1,H,2 949,1 324,1 625,696,1 894,359,"44,90","55,10","23,60","64,23","12,17"
751155805,NECKER 5,H,2 328,879,1 448,298,1 416,614,"37,76","62,20","12,80","60,82","26,37"
751155720,SAINT-LAMBERT 20,H,2 481,1 197,1 284,530,1 535,416,"48,25","51,75","21,36","61,87","16,77"
751155730,SAINT-LAMBERT 30,H,2 597,1 090,1 507,471,1 599,527,"41,97","58,03","18,14","61,57","20,29"
751156003,JAVEL 3,H,2 631,1 166,1 465,453,1 761,416,"44,32","55,68","17,22","66,93","15,81"
751155704,SAINT-LAMBERT 4,H,2 738,1 200,1 537,612,1 574,552,"43,83","56,14","22,35","57,49","20,16"
751156017,JAVEL 17,H,2 036,950,1 086,305,1 412,319,"46,66","53,34","14,98","69,35","15,67"
751155703,SAINT-LAMBERT 3,H,3 671,1 763,1 908,602,2 737,333,"48,03","51,97","16,40","74,56","9,07"
751155712,SAINT-LAMBERT 12,H,2 626,1 211,1 415,538,1 669,419,"46,12","53,88","20,49","63,56","15,96"
751155717,SAINT-LAMBERT 17,H,2 800,1 244,1 557,464,1 808,527,"44,43","55,61","16,57","64,57","18,82"
751155808,NECKER 8,H,1 971,885,1 086,351,1 270,350,"44,90","55,10","17,81","64,43","17,76"
751156002,JAVEL 2,H,2 504,1 158,1 346,413,1 480,611,"46,25","53,75","16,49","59,11","24,40"
751155915,GRENELLE 15,H,1 843,739,1 104,245,1 312,286,"40,10","59,90","13,29","71,19","15,52"
751155912,GRENELLE 12,H,3 142,1 421,1 720,490,2 385,267,"45,23","54,74","15,60","75,91","8,50"
751155918,GRENELLE 18,H,3 455,1 576,1 878,782,1 965,708,"45,62","54,36","22,63","56,87","20,49"
751155709,SAINT-LAMBERT 9,H,3 576,1 653,1 923,586,2 494,496,"46,22","53,78","16,39","69,74","13,87"
751155715,SAINT-LAMBERT 15,H,2 877,1 196,1 680,481,1 941,454,"41,57","58,39","16,72","67,47","15,78"
751155732,SAINT-LAMBERT 32,A,0,0,0,0,0,0,,,,,
751155819,NECKER 19,A,0,0,0,0,0,0,,,,,
751156020,JAVEL 20,H,3 373,1 545,1 828,705,2 141,527,"45,80","54,20","20,90","63,47","15,62"
751155904,GRENELLE 4,H,2 671,1 201,1 470,591,1 745,335,"44,96","55,04","22,13","65,33","12,54"
751156022,JAVEL 22,A,232,97,135,128,95,9,"41,81","58,19","55,17","40,95","3,88"
751155817,NECKER 17,H,2 477,1 149,1 327,452,1 639,386,"46,39","53,57","18,25","66,17","15,58"
751155907,GRENELLE 7,H,2 603,1 120,1 483,441,1 776,386,"43,03","56,97","16,94","68,23","14,83"
751155812,NECKER 12,H,2 109,936,1 173,432,1 274,403,"44,38","55,62","20,48","60,41","19,11"
751156019,JAVEL 19,H,4 068,1 890,2 178,724,2 731,613,"46,46","53,54","17,80","67,13","15,07"
751155910,GRENELLE 10,H,2 079,950,1 129,199,1 667,213,"45,70","54,30","9,57","80,18","10,25"
751155701,SAINT-LAMBERT 1,H,3 465,1 483,1 982,712,1 979,774,"42,80","57,20","20,55","57,11","22,34"
751155729,SAINT-LAMBERT 29,H,3 473,1 562,1 912,709,2 267,497,"44,98","55,05","20,41","65,27","14,31"
751155816,NECKER 16,H,2 712,1 285,1 427,662,1 650,401,"47,38","52,62","24,41","60,84","14,79"
751156023,JARDIN CITROEN CEVENNES,D,104,45,58,26,58,19,"43,27","55,77","25,00","55,77","18,27"
751155725,SAINT-LAMBERT 25,H,2 225,1 013,1 212,387,1 338,499,"45,53","54,47","17,39","60,13","22,43"
751155909,GRENELLE 9,H,2 506,1 079,1 427,419,1 685,402,"43,06","56,94","16,72","67,24","16,04"
751155806,NECKER 6,H,3 276,1 460,1 816,516,2 273,486,"44,57","55,43","15,75","69,38","14,84"
751155814,NECKER 14,H,2 022,937,1 085,337,1 339,346,"46,34","53,66","16,67","66,22","17,11"
751156012,JAVEL 12,H,4 064,1 913,2 151,571,2 749,745,"47,07","52,93","14,05","67,64","18,33"
751155908,GRENELLE 8,H,3 762,1 812,1 949,674,2 259,829,"48,17","51,81","17,92","60,05","22,04"
751155724,SAINT-LAMBERT 24,H,3 063,1 356,1 707,559,2 069,434,"44,27","55,73","18,25","67,55","14,17"
751155705,SAINT-LAMBERT 5,H,3 954,1 652,2 301,828,2 459,667,"41,78","58,19","20,94","62,19","16,87"
751156005,JAVEL 5,H,2 799,1 207,1 592,578,1 742,479,"43,12","56,88","20,65","62,24","17,11"
751155920,GRENELLE 20,A,354,156,198,109,220,25,"44,07","55,93","30,79","62,15","7,06"
751155723,SAINT-LAMBERT 23,H,2 782,1 252,1 530,443,1 864,474,"45,00","55,00","15,92","67,00","17,04"
751155710,SAINT-LAMBERT 10,H,4 327,1 914,2 413,794,2 670,863,"44,23","55,77","18,35","61,71","19,94"
751155901,GRENELLE 1,H,2 236,952,1 284,260,1 760,215,"42,58","57,42","11,63","78,71","9,62"
751166215,MUETTE 15,H,2 189,951,1 238,314,1 406,469,"43,44","56,56","14,34","64,23","21,43"
751166211,MUETTE 11,H,2 168,868,1 300,403,1 175,590,"40,04","59,96","18,59","54,20","27,21"
751166115,AUTEUIL 15,H,3 562,1 687,1 875,707,2 037,819,"47,36","52,64","19,85","57,19","22,99"
751166303,PORTE DAUPHINE 3,H,2 413,1 165,1 248,463,1 265,685,"48,28","51,72","19,19","52,42","28,39"
751166308,PORTE DAUPHINE 8,H,3 010,1 268,1 742,590,1 814,606,"42,13","57,87","19,60","60,27","20,13"
751166125,AUTEUIL 25,H,2 178,953,1 225,465,1 182,531,"43,76","56,24","21,35","54,27","24,38"
751166199,SEINE ET BERGES,D,0,0,0,0,0,0,,,,,
751166307,PORTE DAUPHINE 7,H,2 964,1 302,1 662,689,1 718,557,"43,93","56,07","23,25","57,96","18,79"
751166114,AUTEUIL 14,H,2 189,917,1 273,373,1 516,301,"41,89","58,15","17,04","69,26","13,75"
751166223,MUETTE 23,A,71,43,29,20,30,22,"60,56","40,85","28,17","42,25","30,99"
751166113,AUTEUIL 13,H,1 934,907,1 027,358,1 165,410,"46,90","53,10","18,51","60,24","21,20"
751166108,AUTEUIL 8,H,2 008,881,1 128,362,1 152,495,"43,87","56,18","18,03","57,37","24,65"
751166216,MUETTE 16,H,2 012,897,1 115,481,1 084,448,"44,58","55,42","23,91","53,88","22,27"
751166124,AUTEUIL 24,H,1 944,875,1 069,405,1 055,484,"45,01","54,99","20,83","54,27","24,90"
751166104,AUTEUIL 4,H,2 212,954,1 259,520,1 285,407,"43,13","56,92","23,51","58,09","18,40"
751166112,AUTEUIL 12,H,1 997,949,1 048,521,1 063,413,"47,52","52,48","26,09","53,23","20,68"
751166311,PORTE DAUPHINE 11,H,1 605,740,865,294,994,316,"46,11","53,89","18,32","61,93","19,69"
751166220,MUETTE 20,H,2 645,1 164,1 480,496,1 678,471,"44,01","55,95","18,75","63,44","17,81"
751166299,SEINE ET BERGES,D,0,0,0,0,0,0,,,,,
751166109,AUTEUIL 9,H,2 706,1 186,1 520,678,1 457,570,"43,83","56,17","25,06","53,84","21,06"
751166222,MUETTE 22,A,0,0,0,0,0,0,,,,,
751166409,CHAILLOT 9,H,2 352,1 057,1 295,384,1 538,430,"44,94","55,06","16,33","65,39","18,28"
751166122,AUTEUIL 22,H,2 800,1 123,1 677,792,1 269,740,"40,11","59,89","28,29","45,32","26,43"
751166304,PORTE DAUPHINE 4,H,2 973,1 334,1 638,526,1 802,645,"44,87","55,10","17,69","60,61","21,70"
751166377,BOIS DE BOULOGNE,D,167,45,121,20,95,51,"26,95","72,46","11,98","56,89","30,54"
751166206,MUETTE 6,H,1 854,871,983,338,991,526,"46,98","53,02","18,23","53,45","28,37"
751166107,AUTEUIL 7,H,3 470,1 682,1 788,780,2 043,647,"48,47","51,53","22,48","58,88","18,65"
751166201,MUETTE 1,H,2 056,909,1 146,439,1 124,493,"44,21","55,74","21,35","54,67","23,98"
751166103,AUTEUIL 3,H,1 855,833,1 022,282,1 242,330,"44,91","55,09","15,20","66,95","17,79"
751166412,CHAILLOT 12,A,849,379,471,139,484,226,"44,64","55,48","16,37","57,01","26,62"
751166118,AUTEUIL 18,H,2 456,1 189,1 267,639,1 386,431,"48,41","51,59","26,02","56,43","17,55"
751166110,AUTEUIL 10,H,2 440,1 088,1 352,453,1 407,581,"44,59","55,41","18,57","57,66","23,81"
751166207,MUETTE 7,H,1 531,625,906,225,862,445,"40,82","59,18","14,70","56,30","29,07"
751166309,PORTE DAUPHINE 9,H,1 857,838,1 019,365,952,540,"45,13","54,87","19,66","51,27","29,08"
751166123,AUTEUIL 23,H,2 307,1 023,1 284,486,1 261,561,"44,34","55,66","21,07","54,66","24,32"
751166302,PORTE DAUPHINE 2,H,3 395,1 630,1 765,763,1 935,697,"48,01","51,99","22,47","57,00","20,53"
751166214,MUETTE 14,H,1 863,854,1 009,368,1 091,404,"45,84","54,16","19,75","58,56","21,69"
751166116,AUTEUIL 16,H,2 127,859,1 268,425,873,829,"40,39","59,61","19,98","41,04","38,98"
751166119,AUTEUIL 19,H,1 695,809,886,365,1 033,298,"47,73","52,27","21,53","60,94","17,58"
751166411,CHAILLOT 11,A,315,156,159,28,165,122,"49,52","50,48","8,89","52,38","38,73"
751166210,MUETTE 10,H,2 026,866,1 160,496,1 223,307,"42,74","57,26","24,48","60,37","15,15"
751166204,MUETTE 4,H,2 313,1 089,1 223,588,1 224,501,"47,08","52,88","25,42","52,92","21,66"
751166203,MUETTE 3,H,2 279,1 001,1 278,495,1 243,542,"43,92","56,08","21,72","54,54","23,78"
751166102,AUTEUIL 2,H,2 707,1 122,1 585,468,1 539,699,"41,45","58,55","17,29","56,85","25,82"
751166403,CHAILLOT 3,H,3 212,1 462,1 750,710,1 965,537,"45,52","54,48","22,10","61,18","16,72"
751166212,MUETTE 12,H,2 013,843,1 169,346,1 221,446,"41,88","58,07","17,19","60,66","22,16"
751166111,AUTEUIL 11,H,2 348,1 024,1 324,472,1 369,508,"43,61","56,39","20,10","58,30","21,64"
751166401,CHAILLOT 1,H,1 856,899,957,384,1 147,325,"48,44","51,56","20,69","61,80","17,51"
751166219,MUETTE 19,H,3 044,1 429,1 616,694,1 758,592,"46,94","53,09","22,80","57,75","19,45"
751166106,AUTEUIL 6,H,2 970,1 312,1 658,607,1 778,585,"44,18","55,82","20,44","59,87","19,70"
